2025-02-25 00:11:45 [INFO] <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-25 00:11:45 [INFO] Probing node bootstrap-0 broker version
2025-02-25 00:11:45 [INFO] <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-25 00:11:45 [INFO] Broker version identified as 2.6.0
2025-02-25 00:11:45 [INFO] Set configuration api_version=(2, 6, 0) to skip auto check_version requests on startup
2025-02-25 00:11:45 [INFO] Starting Kafka Producer for topic 'weather-data'...
2025-02-25 00:11:45 [INFO] <BrokerConnection node_id=0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-25 00:11:45 [INFO] <BrokerConnection node_id=0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-25 00:11:45 [INFO] <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Closing connection. 
2025-02-25 00:11:46 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": -21, "wind_speed": 18, "humidity": 26, "timestamp": "2025-02-25 06:11:45"}
2025-02-25 00:11:51 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 17, "wind_speed": 13, "humidity": 95, "timestamp": "2025-02-25 06:11:51"}
2025-02-25 00:11:56 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": -1, "wind_speed": 9, "humidity": 82, "timestamp": "2025-02-25 06:11:56"}
2025-02-25 00:12:01 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 13, "wind_speed": 15, "humidity": 41, "timestamp": "2025-02-25 06:12:01"}
2025-02-25 00:12:06 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": 14, "wind_speed": 20, "humidity": 42, "timestamp": "2025-02-25 06:12:06"}
2025-02-25 00:12:11 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 25, "wind_speed": 25, "humidity": 88, "timestamp": "2025-02-25 06:12:11"}
2025-02-25 00:12:16 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": -5, "wind_speed": 22, "humidity": 49, "timestamp": "2025-02-25 06:12:16"}
2025-02-25 00:12:21 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 5, "wind_speed": 5, "humidity": 63, "timestamp": "2025-02-25 06:12:21"}
2025-02-25 00:12:26 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": -6, "wind_speed": 14, "humidity": 66, "timestamp": "2025-02-25 06:12:26"}
2025-02-25 00:12:31 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": -6, "wind_speed": 0, "humidity": 77, "timestamp": "2025-02-25 06:12:31"}
2025-02-25 00:12:36 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": -11, "wind_speed": 5, "humidity": 44, "timestamp": "2025-02-25 06:12:36"}
2025-02-25 00:12:41 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": 3, "wind_speed": 1, "humidity": 70, "timestamp": "2025-02-25 06:12:41"}
2025-02-25 00:12:46 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": 13, "wind_speed": 21, "humidity": 43, "timestamp": "2025-02-25 06:12:46"}
2025-02-25 00:12:51 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 5, "wind_speed": 2, "humidity": 56, "timestamp": "2025-02-25 06:12:51"}
2025-02-25 00:12:56 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 3, "wind_speed": 5, "humidity": 66, "timestamp": "2025-02-25 06:12:56"}
2025-02-25 00:13:01 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 25, "wind_speed": 29, "humidity": 45, "timestamp": "2025-02-25 06:13:01"}
2025-02-25 00:13:06 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": -25, "wind_speed": 21, "humidity": 34, "timestamp": "2025-02-25 06:13:06"}
2025-02-25 00:13:11 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": -30, "wind_speed": 0, "humidity": 28, "timestamp": "2025-02-25 06:13:11"}
2025-02-25 00:13:16 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 12, "wind_speed": 1, "humidity": 40, "timestamp": "2025-02-25 06:13:16"}
2025-02-25 00:13:21 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 8, "wind_speed": 2, "humidity": 37, "timestamp": "2025-02-25 06:13:21"}
2025-02-25 00:13:26 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": 23, "wind_speed": 31, "humidity": 74, "timestamp": "2025-02-25 06:13:26"}
2025-02-25 00:13:31 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": 7, "wind_speed": 30, "humidity": 35, "timestamp": "2025-02-25 06:13:31"}
2025-02-25 00:13:36 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 14, "wind_speed": 7, "humidity": 46, "timestamp": "2025-02-25 06:13:36"}
2025-02-25 00:13:41 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": 15, "wind_speed": 10, "humidity": 20, "timestamp": "2025-02-25 06:13:41"}
2025-02-25 00:13:46 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": -30, "wind_speed": 33, "humidity": 34, "timestamp": "2025-02-25 06:13:46"}
2025-02-25 00:13:51 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 13, "wind_speed": 23, "humidity": 57, "timestamp": "2025-02-25 06:13:51"}
2025-02-25 00:13:56 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 10, "wind_speed": 27, "humidity": 50, "timestamp": "2025-02-25 06:13:56"}
2025-02-25 00:14:01 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 9, "wind_speed": 2, "humidity": 62, "timestamp": "2025-02-25 06:14:01"}
2025-02-25 00:14:06 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": -16, "wind_speed": 29, "humidity": 43, "timestamp": "2025-02-25 06:14:06"}
2025-02-25 00:14:11 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": 21, "wind_speed": 35, "humidity": 28, "timestamp": "2025-02-25 06:14:11"}
2025-02-25 00:14:16 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 16, "wind_speed": 11, "humidity": 41, "timestamp": "2025-02-25 06:14:16"}
2025-02-25 00:14:21 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 18, "wind_speed": 25, "humidity": 95, "timestamp": "2025-02-25 06:14:21"}
2025-02-25 00:14:26 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": 22, "wind_speed": 35, "humidity": 74, "timestamp": "2025-02-25 06:14:26"}
2025-02-25 00:14:31 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 17, "wind_speed": 11, "humidity": 52, "timestamp": "2025-02-25 06:14:31"}
2025-02-25 00:14:36 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": -13, "wind_speed": 10, "humidity": 73, "timestamp": "2025-02-25 06:14:36"}
2025-02-25 00:14:41 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 2, "wind_speed": 24, "humidity": 30, "timestamp": "2025-02-25 06:14:41"}
2025-02-25 00:14:46 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 11, "wind_speed": 16, "humidity": 96, "timestamp": "2025-02-25 06:14:46"}
2025-02-25 00:14:51 [INFO] 📤 Sent data: {"city": "Vancouver", "temperature": 14, "wind_speed": 30, "humidity": 41, "timestamp": "2025-02-25 06:14:51"}
2025-02-25 00:14:56 [INFO] 📤 Sent data: {"city": "Winnipeg", "temperature": 15, "wind_speed": 26, "humidity": 42, "timestamp": "2025-02-25 06:14:56"}
